source_id,ra,dec,l,b,parallax,parallax_error,parallax_over_error,phot_g_mean_mag,bp_rp,teff_gspphot,ruwe
309281870590992384,21.727569376248017,29.97038803898303,132.01984228369196,-32.27462793364874,0.6301596598406487,0.01745278,36.10655,13.444372,0.36693,7996.0967,0.93323374
311322216279519872,15.653778566442238,28.945525506518326,125.87677128689045,-33.86230618444272,0.43403991921478247,0.017914211,24.228804,13.616749,0.39672184,9615.517,1.0674498
296145970814050816,21.060219878731125,26.526689686858234,131.98167243275753,-35.7679722289823,0.5705455305674023,0.019596362,29.11487,13.906354,0.42802334,7861.509,0.986155
309635501018270464,18.52102878332107,29.030676533100788,128.8747187835084,-33.57962127971548,0.4401354313973497,0.017811729,24.710428,13.610144,0.38949203,7760.743,1.0030296
310511433828515456,19.548720528112785,31.27173605307161,129.61977771913723,-31.25231324206539,0.31442425670451785,0.033054646,9.512256,14.5945635,0.41807652,7719.734,1.3257781
313330268109761792,16.62731223264437,31.35987687418555,126.70142613638373,-31.40153988215141,0.5767644714050608,0.024481624,23.559078,12.517891,0.29631138,9196.561,1.1473167
314142055583243904,15.70464916108517,31.804124439478883,125.75295349646248,-31.005280251061237,8.45353109123147,0.09580947,88.232735,5.4898953,-0.057560444,10666.685,0.94258547
308415107535580032,16.970482147284436,29.37998871887171,127.22093650704949,-33.35478039993617,0.8152038226894095,0.017207582,47.37469,12.525299,0.40799618,7688.7026,1.0807643
308778809661445888,19.04393783817725,28.03511133416457,129.55897795789673,-34.51811595344254,0.3728631885533228,0.020213922,18.44586,13.271332,0.06476307,9708.937,1.04635
309859354713675648,18.394488913624983,30.107508914468184,128.61103217264554,-32.51998306714424,0.22772202057233548,0.037450578,6.0806007,15.445899,0.33808517,7997.752,0.9792015
2805235727351702272,14.28573149523276,25.260189319343517,124.5598605317613,-37.59352706383858,0.316788077982684,0.02452353,12.917719,14.549816,0.3045416,9178.665,0.922138
294694306227812864,20.266573369021234,26.377947469798794,131.14174814016775,-36.02104177011289,0.37065800545018956,0.021940738,16.893599,14.414308,0.49154472,7802.09,1.0478634
306504538578922624,17.646675125393447,26.228344587426133,128.2717598500328,-36.44478590019912,0.2792159184472532,0.030644856,9.111347,14.628504,0.2631693,8792.46,1.0521612
308737612335218176,20.09708755495719,28.814548888692443,130.55017390031136,-33.628587978109785,0.4146884152448711,0.020553952,20.175604,14.335983,0.40622044,7857.289,1.0164026
310130002077314688,18.019528947119483,30.72369209875083,128.15918916597195,-31.938478940608753,1.0993119782624277,0.020615874,53.32357,12.517342,0.48847866,7583.8374,1.1434672
312702142027452416,14.618665836942412,31.679089767603063,124.68155531018321,-31.16875393813218,0.1940203611356672,0.029984264,6.4707394,14.808377,0.25571728,9752.152,0.9470219
2805231333600533888,14.55977526701164,25.34130612274386,124.86907742532775,-37.50486129448064,2.3016298808661886,0.23341484,9.860683,18.83107,-0.104400635,9878.947,0.9263017
296549319782893312,21.282861351123785,27.638008685863852,132.00709437401852,-34.63930434491677,0.9937096435545816,0.020240724,49.09457,12.392523,0.35084152,9153.807,1.0866089
311471170040597248,15.957746220487303,29.58096957534563,126.15259897601089,-33.2132687082109,1.7608936389000607,0.023626963,74.52899,10.582585,0.20911694,9102.822,1.18648
313590409983736960,18.2893752364322,31.81880075256895,128.30470408126573,-30.826263059145727,0.9536017513340043,0.017636286,54.07044,12.686296,0.44329548,7489.2246,1.0328991
306810134091882624,18.37907553658696,26.066541682063566,129.10551161349858,-36.54040832126202,1.701584629905425,0.017895775,95.08304,10.51677,0.42338943,7818.4946,0.91292375
308863575136063360,18.70716191763158,28.67877321513667,129.11506463199896,-33.91199583261318,0.3580178048428953,0.020663556,17.326052,13.503844,0.3577385,7761.3096,1.124779
309923951021893504,17.49786299740849,29.609962769734516,127.74553501462701,-33.0883169607509,0.29090499173051726,0.031866737,9.128798,15.10999,0.4415636,7801.0195,1.0678302
2805641382718197120,14.503350520340254,26.52266806038391,124.75763993927299,-36.325771277906384,0.6889795244817695,0.017204192,40.04719,13.392248,0.45100594,7593.4565,0.9843803
