obsid,uid,gp_id,designation,obsdate,lmjd,mjd,planid,spid,fiberid,ra_obs,dec_obs,snru,snrg,snrr,snri,snrz,class,subclass,z,z_err,ps_id,mag_ps_g,mag_ps_r,mag_ps_i,mag_ps_z,mag_ps_y,gaia_source_id,gaia_g_mean_mag,fibertype,offsets,offsets_v,ra,dec,fibermask,with_norm_flux
186313041,G17238264097208,312574598678475904,J005602.28+311348.8,2013-12-01,56628,56627,VB011N30V2,13,41,14.009509,31.230227,1.56,16.94,12.99,12.31,6.94,STAR,A7,6.86141e-05,4.69325e-05,1.454701400989665e+17,-999.0,-999.0,-999.0,-999.0,18.182100296,312574598678475904,14.553989,Obj,0,0.0,14.009509,31.230227,0,1
10805236,G17223623277358,2805318538616401792,J005608.96+254947.5,2011-12-03,55899,55898,B9903,5,236,14.037337,25.829878,0.03,10.18,4.21,3.42,2.12,STAR,A1,-0.00013379,1.602e-05,1.3899014037595682e+17,-999.0,-999.0,-999.0,19.5459003448,18.8924007416,2805318538616401792,15.473373,Obj,0,0.0,14.037337,25.829878,0,0
379501083,L17223735691941,379501083,J005623.25+250611.8,2015-10-31,57327,57326,EG005558N271233V01,1,83,14.096891,25.103301,8.01,12.64,22.47,28.07,21.17,STAR,A0,-0.00044333,1.876e-05,1.3812014096445472e+17,-999.0,-999.0,-999.0,-999.0,-999.0,2805209377727555456,13.390154,Obj,0,0.0,14.096891,25.103301,128,0
7710173,G17224974221351,311204534175478784,J005625.62+291425.1,2011-11-24,55890,55889,B9002,10,173,14.1067849,29.2403122,0.82,6.74,6.95,8.05,3.38,STAR,A9,-0.0003091138,4.00277e-05,1.4308014106753898e+17,16.8708992004,16.6051998138,16.5280990601,16.5417995453,16.4974002838,311204534175478784,16.697824,F-Std,0,0.0,14.1067849,29.2403122,0,1
10811148,G17224974221351,311204534175478784,J005625.62+291425.1,2011-12-03,55899,55898,B9903,11,148,14.1067849,29.2403122,0.17,3.33,8.62,12.65,11.47,STAR,A1,-9.591e-05,2.059e-05,1.4308014106753898e+17,16.8708992004,16.6051998138,16.5280990601,16.5417995453,16.4974002838,311204534175478784,16.697824,F-Std,0,0.0,14.1067849,29.2403122,0,0
258609096,G17238285677007,312863495359022720,J005638.30+313643.4,2014-11-03,56965,56964,EG005307N302057V01,9,96,14.1596217,31.6120646,31.79,102.35,132.63,98.2,79.89,STAR,A7,1.48e-05,3.03e-06,1.4593014159254474e+17,-999.0,-999.0,-999.0,-999.0,16.986000061,312863495359022720,12.978005,F-Std,0,0.0,14.1596217,31.6120646,16,0
96302100,G17238285677007,312863495359022720,J005638.31+313643.4,2012-12-25,56287,56286,VB016N33V1,2,100,14.15965,31.612057,15.29,46.04,44.36,28.23,27.97,STAR,A7,-0.0001132784,1.51438e-05,1.4593014159254474e+17,-999.0,-999.0,-999.0,-999.0,16.986000061,312863495359022720,12.978005,Obj,0,0.0,14.15965,31.612057,0,1
379501142,G17223572506220,2805295169698591360,J005645.41+253129.7,2015-10-31,57327,57326,EG005558N271233V01,1,142,14.189243,25.524944,3.41,6.54,11.15,11.79,9.17,STAR,A1,-0.00124119,4.214e-05,1.3863014189339107e+17,18.8404006958,-999.0,-999.0,-999.0,-999.0,2805295169698591360,14.023616,Obj,0,0.0,14.189243,25.524944,128,0
263501032,G17238162695704,312888577968069376,J005646.77+315312.8,2014-11-09,56971,56970,HD005814N335703B01,1,32,14.194882,31.886896,14.91,40.6,65.11,71.92,50.94,STAR,A7,-0.0002985399,1.60778e-05,1.462601419517854e+17,-999.0,-999.0,18.4573993683,-999.0,-999.0,312888577968069376,15.363556,Obj,0,0.0,14.194882,31.886896,0,1
96302095,G17238281815049,312674173200352256,J005658.24+312858.0,2012-12-25,56287,56286,VB016N33V1,2,95,14.242704,31.48278,48.84,122.92,123.65,82.46,75.04,STAR,A6,-2.92202e-05,1.03405e-05,1.4577014242287984e+17,12.710100174,-999.0,-999.0,-999.0,-999.0,312674173200352256,11.530025,Obj,0,0.0,14.242704,31.48278,0,1
186213024,G17238281815049,312674173200352256,J005658.24+312858.0,2013-12-01,56628,56627,VB011N30V1,13,24,14.242704,31.48278,56.36,210.68,123.06,118.06,83.93,STAR,A6,-3.08213e-05,7.6386e-06,1.4577014242287984e+17,12.710100174,-999.0,-999.0,-999.0,-999.0,312674173200352256,11.530025,Obj,0,0.0,14.242704,31.48278,0,1
258609207,G17219739712489,312493784573938944,J005704.04+304245.9,2014-11-03,56965,56964,EG005307N302057V01,9,207,14.266848,30.712772,22.73,67.09,67.54,40.28,30.68,STAR,A7,-0.0002712877,1.03071e-05,1.448501426661555e+17,-999.0,-999.0,17.4470996857,-999.0,-999.0,312493784573938944,13.785814,Obj,0,0.0,14.266848,30.712772,0,1
186213036,G17238268809579,312653900954739840,J005704.59+311124.0,2013-12-01,56628,56627,VB011N30V1,13,36,14.269131,31.190008,3.81,29.71,24.35,25.38,17.13,STAR,A7,-0.000159477,2.5551e-05,1.4542014269175853e+17,15.5076999664,15.3521995544,15.3305997849,15.3705997467,15.3527002335,312653900954739840,15.317227,Obj,0,0.0,14.269131,31.190008,128,1
10804038,G17225502510149,307741145562772992,J005706.37+271318.3,2011-12-03,55899,55898,B9903,4,38,14.27657,27.2217703,0.38,2.11,4.64,7.1,5.0,STAR,A3,-0.0004597,3.3e-05,1.4066014276980642e+17,-999.0,-999.0,-999.0,20.1387004852,-999.0,307741145562772992,16.45581,F-Std,0,0.0,14.27657,27.2217703,0,0
10815218,G17225964164202,310808714284777600,J005707.97+280309.7,2011-12-03,55899,55898,B9903,15,218,14.283237,28.052713,0.17,1.85,2.99,8.04,6.39,STAR,A0,0.00017476,4.166e-05,1.4166014283138299e+17,-999.0,-999.0,-999.0,19.1525001526,-999.0,310808714284777600,14.740863,Obj,0,0.0,14.283237,28.052713,0,0
10811143,G17225021279581,311213781240489728,J005724.69+291350.3,2011-12-03,55899,55898,B9903,11,143,14.352883,29.230642,0.0,1.75,4.76,10.8,10.77,STAR,A0,0.00072281,4.259e-05,1.430701435293672e+17,17.7649993896,16.5932006836,16.0013008118,15.7372999191,15.5537996292,311213781240489728,16.530523,Obj,0,0.0,14.352883,29.230642,0,0
379409093,G17225225375232,310967971672048256,J005745.00+283556.6,2015-10-31,57327,57326,EG005558N271233B01,9,93,14.437511,28.599067,28.25,96.73,123.41,124.06,69.71,STAR,A5,-0.0001415646,9.2731e-06,1.4231014437501944e+17,14.5776996613,14.5690002441,14.6273002625,14.6972999573,14.6837997437,310967971672048256,14.48572,Obj,0,0.0,14.437511,28.599067,64,1
7702244,G17225225375232,310967971672048256,J005745.01+283556.5,2011-11-24,55890,55889,B9002,2,244,14.437579,28.599052,8.32,42.93,46.49,48.59,28.12,STAR,A5,-0.0001553408,1.94801e-05,1.4231014437501944e+17,14.5776996613,14.5690002441,14.6273002625,14.6972999573,14.6837997437,310967971672048256,14.48572,Obj,0,0.0,14.437579,28.599052,0,1
258609028,G17220214298888,312651014736720256,J005757.79+311054.8,2014-11-03,56965,56964,EG005307N302057V01,9,28,14.490797,31.181911,44.31,141.03,144.19,93.08,69.1,STAR,A6,-3.34565e-05,1.39763e-05,1.4541014490800858e+17,12.7916002274,-999.0,14.6111001968,-999.0,-999.0,312651014736720256,12.686982,Obj,0,0.0,14.490797,31.181911,0,1
96402222,G17220214298888,312651014736720256,J005757.79+311054.8,2012-12-25,56287,56286,VB016N33V2,2,222,14.490811,31.18191,18.66,55.55,42.85,20.09,19.58,STAR,A6,-1.38763e-05,1.41765e-05,1.4541014490800858e+17,12.7916002274,-999.0,14.6111001968,-999.0,-999.0,312651014736720256,12.686982,Obj,0,0.0,14.490811,31.18191,0,1
379508157,G17226533681561,2805641382718197120,J005800.82+263121.5,2015-10-31,57327,57326,EG005558N271233V01,8,157,14.5034526,26.5226558,32.16,116.34,129.45,144.53,101.07,STAR,A7,-0.0002260564,1.37762e-05,1.3982014503335781e+17,13.3950004578,13.359000206,13.4130001068,13.5298995972,13.5129003525,2805641382718197120,13.392248,F-Std,0,0.0,14.5034526,26.5226558,0,1
10811149,G17227174128749,311216152062475776,J005810.79+291456.0,2011-12-03,55899,55898,B9903,11,149,14.544984,29.24889,0.0,1.8,4.18,8.55,8.12,STAR,A3,1.815e-05,1.82e-05,1.4309014545035922e+17,18.2943992615,17.1119995117,16.5189990997,16.2632007599,16.0813999176,311216152062475776,17.054663,Obj,0,0.0,14.544984,29.24889,0,0
379411042,G17227155286154,311610601858890112,J005822.57+293125.3,2015-10-31,57327,57326,EG005558N271233B01,11,42,14.5940459,29.523706,7.06,22.94,38.72,42.72,25.88,STAR,A2,-0.0004197571,2.74857e-05,1.4342014593983952e+17,-999.0,-999.0,-999.0,-999.0,-999.0,311610601858890112,16.47276,F-Std,0,0.0,14.5940459,29.523706,64,1
837214110,G17227155286154,311610601858890112,J005822.57+293125.3,2020-09-19,59112,59111,EG010815N285204M01,14,110,14.5940459,29.523706,7.17,32.08,41.93,54.96,23.11,STAR,A9,-0.0003586148,2.89867e-05,1.4342014593983952e+17,-999.0,-999.0,-999.0,-999.0,-999.0,311610601858890112,16.47276,F-Std,0,0.0,14.5940459,29.523706,0,1
379408227,G17225337269200,307669746026473728,J005823.03+264725.9,2015-10-31,57327,57326,EG005558N271233B01,8,227,14.5959919,26.7905381,23.52,73.5,94.23,114.86,84.61,STAR,A7,-0.0010300793,1.86796e-05,1.4014014595938947e+17,-999.0,-999.0,-999.0,-999.0,-999.0,307669746026473728,14.413836,Obj,0,0.0,14.5959919,26.7905381,132,1
263501217,G17220383140083,312702142027452416,J005828.48+314044.7,2014-11-09,56971,56970,HD005814N335703B01,1,217,14.618704,31.679102,3.46,14.96,14.64,14.78,10.03,STAR,A2,0.0001109,4.06e-06,1.460101461870255e+17,14.845700264,14.8591995239,14.9413995743,15.0222997665,14.9799995422,312702142027452416,14.808377,Obj,0,0.0,14.618704,31.679102,0,0
837210106,G17225941621787,310799677673642624,J005840.34+280233.7,2020-09-19,59112,59111,EG010815N285204M01,10,106,14.6680968,28.0427087,5.94,24.15,30.78,37.58,21.66,STAR,A7,-0.0002315268,3.74926e-05,1.4165014668433158e+17,-999.0,-999.0,-999.0,20.3269004822,-999.0,310799677673642624,17.319532,Obj,0,0.0,14.6680968,28.0427087,0,1
837210004,G17225198608624,310999062940020352,J005841.89+284344.5,2020-09-19,59112,59111,EG010815N285204M01,10,4,14.6745524,28.7290322,0.32,3.05,2.61,3.07,1.27,STAR,A2,-0.00255612,2.298e-05,1.4247014674483542e+17,19.7621994019,19.7616004944,19.8966999054,20.0310001373,20.0051994324,310999062940020352,19.746761,Obj,0,0.0,14.6745524,28.7290322,12,0
74214181,G17227134059356,311015456830538240,J005855.25+285947.5,2012-10-29,56230,56229,EG010815N285204V01,14,181,14.7302119,28.9965462,1.37,6.41,0.61,0.67,0.96,STAR,A1,-6.256e-05,5.5e-06,1.4279014730781723e+17,-999.0,-999.0,-999.0,-999.0,18.3491001129,311015456830538240,14.608955,F-Std,0,0.0,14.7302119,28.9965462,0,0
379409170,G17225981078870,307791997975525248,J005856.94+275147.9,2015-10-31,57327,57326,EG005558N271233B01,9,170,14.737286,27.863314,18.89,56.28,75.0,81.65,43.23,STAR,A6,-0.0008219353,1.66115e-05,1.4143014736830643e+17,-999.0,-999.0,-999.0,-999.0,18.7989997864,307791997975525248,15.597011,Obj,0,0.0,14.737286,27.863314,0,1
379409083,G17225192873257,310923441451235584,J005857.06+283334.9,2015-10-31,57327,57326,EG005558N271233B01,9,83,14.737765,28.559705,29.96,93.88,123.03,119.96,69.93,STAR,A7,-0.0001054396,1.09075e-05,1.4227014737929187e+17,-999.0,-999.0,-999.0,-999.0,16.0688991547,310923441451235584,14.573602,Obj,0,0.0,14.737765,28.559705,0,1
7705223,G17225192873257,310923441451235584,J005857.06+283334.7,2011-11-24,55890,55889,B9002,5,223,14.737786,28.559658,0.0,9.35,10.7,11.71,6.03,STAR,A7,-0.0001265542,2.52508e-05,1.4227014737929187e+17,-999.0,-999.0,-999.0,-999.0,16.0688991547,310923441451235584,14.573602,Obj,0,0.0,14.737786,28.559658,0,1
10805103,G17226414977308,2805353684333402112,J005857.23+254927.2,2011-12-03,55899,55898,B9903,5,103,14.7384887,25.8242271,0.0,9.79,8.19,6.36,5.83,STAR,A3,-0.00016825,8.08e-06,1.3898014738492966e+17,15.9519996643,15.6618995667,15.5572004318,15.5444002151,15.5263004303,2805353684333402112,15.647751,F-Std,0,0.0,14.7384887,25.8242271,128,0
379407039,G17223501159470,2805327025471709824,J005859.91+252813.7,2015-10-31,57327,57326,EG005558N271233B01,7,39,14.749645,25.470474,27.69,92.19,114.21,112.33,66.09,STAR,A6,-0.0001605444,1.29423e-05,1.3856014749630515e+17,14.8517999649,14.6851997375,14.6597995758,14.7414999008,14.7410001755,2805327025471709824,14.62279,Obj,0,0.0,14.749645,25.470474,128,1
258609149,G17219772644934,311728421401774976,J005909.38+303202.4,2014-11-03,56965,56964,EG005307N302057V01,9,149,14.7891,30.534026,0.0,1.09,4.04,5.22,3.16,STAR,A1,-0.00021155,2.967e-05,1.4464014789026138e+17,14.3050003052,13.9063997269,13.7590999603,13.7389001846,13.6830997467,311728421401774976,13.909898,Obj,0,0.0,14.7891,30.534026,0,0
7701231,G17225979158225,307791615723403776,J005909.80+275240.0,2011-11-24,55890,55889,B9002,1,231,14.7908645,27.8777926,1.31,10.27,15.54,16.73,8.28,STAR,A7,-0.0001468349,2.71188e-05,1.4145014791189386e+17,-999.0,-999.0,17.2588005066,-999.0,-999.0,307791615723403776,15.760096,F-Std,0,0.0,14.7908645,27.8777926,0,1
379409040,G17225979158225,307791615723403776,J005909.81+275240.2,2015-10-31,57327,57326,EG005558N271233B01,9,40,14.790881,27.87784,12.09,42.4,54.65,58.34,31.8,STAR,A7,-0.0001326251,1.85128e-05,1.4145014791189386e+17,-999.0,-999.0,17.2588005066,-999.0,-999.0,307791615723403776,15.760096,Obj,0,0.0,14.790881,27.87784,0,1
10805108,G17226429883896,2805379149195084032,J005912.38+255828.0,2011-12-03,55899,55898,B9903,5,108,14.8016209,25.9744619,0.0,4.3,18.36,17.57,17.38,STAR,A2,-0.00020211,1.433e-05,1.3916014801614997e+17,15.8367996216,15.5629997253,15.4947004318,15.4968996048,15.4626998901,2805379149195084032,15.5654,F-Std,0,0.0,14.8016209,25.9744619,0,0
10811116,G17227351477447,311008928480251008,J005936.45+285953.1,2011-12-03,55899,55898,B9903,11,116,14.901883,28.998095,0.02,2.22,4.82,8.78,9.24,STAR,A0,0.00018916,7.259e-05,1.4279014901333797e+17,-999.0,-999.0,-999.0,-999.0,17.8066005707,311008928480251008,19.766054,Obj,0,0.0,14.901883,28.998095,0,0
10805107,G17226526126018,2805435082553510400,J005940.35+261018.8,2011-12-03,55899,55898,B9903,5,107,14.9181325,26.171913,0.0,55.34,30.71,25.41,25.15,STAR,A7,-0.000884145,1.89131e-05,1.3940014918481683e+17,13.7887001038,13.7144002914,13.7475004196,13.7645998001,13.7295999527,2805435082553510400,13.654467,Obj,0,0.0,14.9181325,26.171913,0,1
74210020,G17225131576880,310948730218664832,J005952.14+284112.8,2012-10-29,56230,56229,EG010815N285204V01,10,20,14.967261,28.686905,6.99,12.19,9.45,6.09,6.21,STAR,A3,-0.00056027,1.091e-05,1.4242014967551526e+17,18.172700882,-999.0,-999.0,-999.0,-999.0,310948730218664832,13.174398,Obj,0,0.0,14.967261,28.686905,0,0
96402101,G17220219596950,312617926308851328,J010001.13+311039.6,2012-12-25,56287,56286,VB016N33V2,2,101,15.004744,31.177677,2.37,8.26,4.04,4.85,4.79,STAR,A1,-0.00029837,4.904e-05,1.4541015005055382e+17,-999.0,-999.0,17.4022006989,-999.0,-999.0,312617926308851328,20.902111,Obj,0,0.0,15.004744,31.177677,0,0
379507248,G17223632761250,2804550770262424576,J010004.93+250340.7,2015-10-31,57327,57326,EG005558N271233V01,7,248,15.020571,25.0613172,21.96,86.34,107.8,117.48,71.47,STAR,A7,1.96136e-05,1.36428e-05,1.3807015021016464e+17,-999.0,-999.0,-999.0,-999.0,16.4454994202,2804550770262424576,13.784708,F-Std,0,0.0,15.020571,25.0613172,0,1
96402227,L17220183123062,96402227,J010007.08+315315.9,2012-12-25,56287,56286,VB016N33V2,2,227,15.029502,31.887754,1.72,6.91,4.33,3.61,3.51,STAR,A1,-0.00022509,1.56e-05,1.4626015029833578e+17,-999.0,-999.0,17.5645999908,-999.0,-999.0,-9999,-9999.0,Obj,0,0.0,15.029502,31.887754,64,0
379512246,G17227337303972,311401694649760128,J010009.40+291613.7,2015-10-31,57327,57326,EG005558N271233V01,12,246,15.0391962,29.2704989,79.01,289.44,272.39,306.75,211.27,STAR,A6,-6.36107e-05,1.15413e-05,1.4312015038895515e+17,-999.0,-999.0,15.0754003525,-999.0,-999.0,311401694649760128,10.777043,F-Std,0,0.0,15.0391962,29.2704989,0,1
74214054,G17227337303972,311401694649760128,J010009.43+291613.7,2012-10-29,56230,56229,EG010815N285204V01,14,54,15.0393,29.270488,44.6,154.6,139.78,93.29,82.55,STAR,A5,-3.673e-05,3.79e-06,1.4312015038895515e+17,-999.0,-999.0,15.0754003525,-999.0,-999.0,311401694649760128,10.777043,Obj,0,0.0,15.0393,29.270488,16,0
10809090,G17225866658684,307894488780417152,J010010.31+280543.5,2011-12-03,55899,55898,B9903,9,90,15.042985,28.095419,0.14,1.18,4.81,5.99,4.49,STAR,A0,0.00018648,4.799e-05,1.4171015042894507e+17,18.2763996124,17.0356998444,16.0345001221,15.5761995316,15.3493995667,307894488780417152,16.740507,Obj,0,0.0,15.042985,28.095419,0,0
96402236,G17220365936000,312647235165644544,J010017.62+313735.8,2012-12-25,56287,56286,VB016N33V2,2,236,15.073426,31.626637,1.98,7.94,5.16,4.24,3.99,STAR,A1,-0.00014591,3.48e-06,1.4595015073414256e+17,12.8990001678,12.5410003662,12.4420003891,12.4280004501,12.4324998856,312647235165644544,12.612514,Obj,0,0.0,15.073426,31.626637,64,0
379409183,G17226014488250,307865218577921152,J010024.19+274431.6,2015-10-31,57327,57326,EG005558N271233B01,9,183,15.100824,27.742128,8.04,28.82,38.62,46.37,24.82,STAR,A9,-6.40777e-05,2.49172e-05,1.4129015100818112e+17,16.7406005859,16.4929008484,16.4354000092,16.4232006073,16.3978004456,307865218577921152,16.485985,Obj,0,0.0,15.100824,27.742128,0,1
837214141,G17219713880899,311628052310318720,J010025.40+294059.1,2020-09-19,59112,59111,EG010815N285204M01,14,141,15.1058683,29.683097,3.87,19.44,28.0,37.23,13.29,STAR,A9,-0.0008584272,3.72591e-05,1.4362015106155038e+17,-999.0,-999.0,20.0576992035,-999.0,-999.0,311628052310318720,17.766525,Obj,0,0.0,15.1058683,29.683097,0,1
837214167,G17227379730802,311389114690306816,J010032.99+291254.7,2020-09-19,59112,59111,EG010815N285204M01,14,167,15.1374791,29.215217,7.46,32.37,42.79,55.26,20.83,STAR,A7,-0.0006523179,2.95538e-05,1.4305015137477882e+17,17.4393005371,17.1506996155,17.0249996185,17.0002994537,16.9717998505,311389114690306816,17.13463,Obj,0,0.0,15.1374791,29.215217,0,1
74216207,G17220659001042,311818272117801600,J010036.40+304008.7,2012-10-29,56230,56229,EG010815N285204V01,16,207,15.151673,30.669104,0.57,3.49,7.59,7.37,7.0,STAR,A3,0.00018069,1.957e-05,1.4480015152370314e+17,-999.0,-999.0,-999.0,16.7863006592,-999.0,311818272117801600,18.376585,Obj,0,0.0,15.151673,30.669104,0,0
10808220,G17226711469685,2804561112543936256,J010039.39+251903.0,2011-12-03,55899,55898,B9903,8,220,15.164133,25.317505,0.16,1.84,3.5,8.12,6.1,STAR,A0,0.00018881,3.629e-05,1.383801516480625e+17,20.3012008667,-999.0,-999.0,-999.0,-999.0,2804561112543936256,15.486175,Obj,0,0.0,15.164133,25.317505,0,0
7704170,G17219729526724,311638261448622592,J010055.33+295508.9,2011-11-24,55890,55889,B9002,4,170,15.23058,29.919165,0.28,3.17,10.45,14.76,11.99,STAR,A2,-0.00402054,1.20759,1.4390015230037378e+17,-999.0,-999.0,18.5636997223,18.548500061,-999.0,311638261448622592,20.512722,Obj,0,0.0,15.23058,29.919165,128,0
379407226,G17223156559876,2804556641482129280,J010102.73+251312.3,2015-10-31,57327,57326,EG005558N271233B01,7,226,15.261386,25.220105,5.33,20.98,23.32,23.32,12.49,STAR,A3,-0.0007561564,3.95941e-05,1.3826015261397469e+17,16.6723995209,16.691400528,16.746099472,16.8167991638,16.7168006897,2804556641482129280,16.676796,Obj,0,0.0,15.261386,25.220105,0,1
96302063,G17220290075964,312628749626419328,J010113.32+312555.5,2012-12-25,56287,56286,VB016N33V1,2,63,15.305503,31.432091,50.75,71.81,36.06,12.4,9.58,STAR,B6,0.00028423,3.26e-06,1.4571015305805936e+17,-999.0,-999.0,-999.0,-999.0,-999.0,312628749626419328,13.063463,Obj,0,0.0,15.305503,31.432091,0,0
96402063,G17220290075964,312628749626419328,J010113.32+312555.5,2012-12-25,56287,56286,VB016N33V2,2,63,15.305503,31.432091,47.75,69.63,35.65,10.35,8.19,STAR,B6,0.00027764,3.08e-06,1.4571015305805936e+17,-999.0,-999.0,-999.0,-999.0,-999.0,312628749626419328,13.063463,Obj,0,0.0,15.305503,31.432091,0,0
258612171,G17220290075964,312628749626419328,J010113.33+312555.5,2014-11-03,56965,56964,EG005307N302057V01,12,171,15.3055606,31.43209,73.08,135.97,81.06,28.55,19.34,STAR,A1,0.00016072,4.5e-07,1.4571015305805936e+17,-999.0,-999.0,-999.0,-999.0,-999.0,312628749626419328,13.063463,Obj,0,0.0,15.3055606,31.43209,0,0
379408148,G17227038525167,307402839579100800,J010114.54+262607.0,2015-10-31,57327,57326,EG005558N271233B01,8,148,15.310612,26.435295,0.35,2.59,2.25,1.85,0.89,STAR,A2,-2.746e-05,4.774e-05,1.3972015310613293e+17,13.8805999756,14.0282001495,14.1904001236,14.2615995407,14.25,307402839579100800,13.907172,Obj,0,0.0,15.310612,26.435295,0,0
379508148,G17227038525167,307402839579100800,J010114.54+262607.0,2015-10-31,57327,57326,EG005558N271233V01,8,148,15.310612,26.435295,8.16,34.83,22.01,21.35,12.72,STAR,A1,-0.00025699,8.7e-07,1.3972015310613293e+17,13.8805999756,14.0282001495,14.1904001236,14.2615995407,14.25,307402839579100800,13.907172,Obj,0,0.0,15.310612,26.435295,0,0
379407213,G17226726996763,2804558707362026368,J010119.73+251653.7,2015-10-31,57327,57326,EG005558N271233B01,7,213,15.332209,25.281606,9.84,34.37,45.5,46.71,24.38,STAR,A7,-0.0006776355,2.53842e-05,1.3833015332349795e+17,-999.0,-999.0,-999.0,19.9127998352,-999.0,2804558707362026368,16.227129,Obj,0,0.0,15.332209,25.281606,0,1
74216202,G17220670224636,311815248460559232,J010123.41+303817.7,2012-10-29,56230,56229,EG010815N285204V01,16,202,15.347548,30.638263,122.74,392.18,416.37,322.36,269.58,STAR,A7,1.71452e-05,4.77e-06,1.4476015347877613e+17,-999.0,-999.0,-999.0,13.7356004715,-999.0,311815248460559232,9.006072,Obj,0,0.0,15.347548,30.638263,64,1
10808200,G17226895204937,2804614404497890816,J010126.99+255021.6,2011-12-03,55899,55898,B9903,8,200,15.3624786,25.8393422,0.29,2.63,2.96,2.5,1.25,STAR,A9,-0.00010803,1.293e-05,1.3900015362580722e+17,-999.0,-999.0,-999.0,-999.0,19.6294994354,2804614404497890816,16.128174,F-Std,0,0.0,15.3624786,25.8393422,0,0
7701151,G17227194668811,307926413271964672,J010138.36+282414.7,2011-11-24,55890,55889,B9002,1,151,15.409849,28.404097,4.6,33.19,44.98,50.04,29.08,STAR,A7,-4.80332e-05,2.57845e-05,1.4208015409852554e+17,14.8948001862,14.7658996582,14.7126998901,14.7525997162,14.7011995316,307926413271964672,14.711058,Obj,0,0.0,15.409849,28.404097,0,1
10809054,G17225880350476,307825498720418816,J010139.71+275007.6,2011-12-03,55899,55898,B9903,9,54,15.415494,27.835466,7.14,12.93,21.71,17.73,12.8,STAR,A2,0.00029797,2.432e-05,1.4140015415470317e+17,15.5537004471,15.0350999832,14.8392000198,14.7924003601,14.7316999435,307825498720418816,15.172411,Obj,0,0.0,15.415494,27.835466,128,0
7701152,G17225104430852,307919025928221056,J010146.87+281742.6,2011-11-24,55890,55889,B9002,1,152,15.445302,28.295168,3.94,25.52,39.7,45.99,27.63,STAR,A7,3.32897e-05,2.59513e-05,1.4195015445678387e+17,-999.0,-999.0,-999.0,20.5487003326,-999.0,307919025928221056,14.855698,Obj,0,0.0,15.445302,28.295168,0,1
379409143,G17225873911822,307813472812008320,J010148.52+273730.2,2015-10-31,57327,57326,EG005558N271233B01,9,143,15.452192,27.625067,9.75,32.92,43.07,49.25,26.37,STAR,A3,7.2717e-06,2.29826e-05,1.4115015452910034e+17,-999.0,-999.0,21.3381996155,-999.0,-999.0,307813472812008320,16.52225,Obj,0,0.0,15.452192,27.625067,0,1
7701206,G17225873911822,307813472812008320,J010148.52+273730.3,2011-11-24,55890,55889,B9002,1,206,15.4521921,27.6250865,0.66,4.76,8.14,9.31,4.89,STAR,A7,8.506e-05,7.3e-06,1.4115015452910034e+17,-999.0,-999.0,21.3381996155,-999.0,-999.0,307813472812008320,16.52225,F-Std,0,0.0,15.4521921,27.6250865,0,0
96305208,G17222385415719,314134801382975488,J010151.10+314254.8,2012-12-25,56287,56286,VB016N33V1,5,208,15.462953,31.715227,57.47,228.03,252.56,188.69,154.9,STAR,A7,-7.712e-05,1.72453e-05,1.4605015463315907e+17,12.222700119,-999.0,-999.0,15.1660003662,-999.0,314134801382975488,10.81734,Obj,0,0.0,15.462953,31.715227,64,1
96405208,G17222385415719,314134801382975488,J010151.10+314254.8,2012-12-25,56287,56286,VB016N33V2,5,208,15.462953,31.715227,55.65,229.83,241.3,215.03,168.72,STAR,A7,-7.79206e-05,1.7779e-05,1.4605015463315907e+17,12.222700119,-999.0,-999.0,15.1660003662,-999.0,314134801382975488,10.81734,Obj,0,0.0,15.462953,31.715227,64,1
379412009,L17227241044403,10812055,J010151.91+284031.1,2015-10-31,57327,57326,EG005558N271233B01,12,9,15.466312,28.67532,18.5,79.01,86.77,105.07,69.54,STAR,A9,-0.0001041054,1.36761e-05,1.4241015465990123e+17,-999.0,-999.0,-999.0,-999.0,18.1700992584,311311637775513600,14.935965,Obj,0,0.0,15.466312,28.67532,0,1
75016245,G17226772115549,2804509744734857984,J010156.67+251111.8,2012-10-30,56231,56230,EG010638N231357V,16,245,15.486136,25.186633,263.88,884.88,-9999.0,-9999.0,758.86,STAR,A5,1.46101e-05,1.29089e-05,1.3822015486819403e+17,-999.0,-999.0,-999.0,17.9202003479,-999.0,2804509744734857984,13.021496,Obj,0,0.0,15.486136,25.186633,112,1
379509135,G17225590322404,307807288059103616,J010204.01+273637.6,2015-10-31,57327,57326,EG005558N271233V01,9,135,15.516714,27.610457,140.32,333.54,436.63,439.8,283.52,STAR,A5,-0.0001547404,6.4044e-06,1.4113015516353344e+17,-999.0,-999.0,-999.0,-999.0,-999.0,307807288059103616,11.496118,Obj,0,0.0,15.516714,27.610457,128,1
837203249,G17227182921743,307925618703956864,J010209.64+282307.8,2020-09-19,59112,59111,EG010815N285204M01,3,249,15.5401693,28.3855067,0.8,5.14,5.18,6.76,3.42,STAR,A7,-3.746e-05,1.624e-05,1.4206015540167317e+17,17.9519004822,17.660200119,17.5459003448,17.5144004822,17.5146999359,307925618703956864,17.648457,Obj,0,0.0,15.5401693,28.3855067,0,0
