obsid,uid,gp_id,designation,obsdate,lmjd,mjd,planid,spid,fiberid,ra_obs,dec_obs,snru,snrg,snrr,snri,snrz,class,subclass,z,z_err,ps_id,mag_ps_g,mag_ps_r,mag_ps_i,mag_ps_z,mag_ps_y,gaia_source_id,gaia_g_mean_mag,fibertype,offsets,offsets_v,ra,dec,fibermask,with_norm_flux
27405014,G17221571956992,309833000794424704,J011710.86+301752.5,2012-01-05,55932,55931,M31_019N31_B1,5,14,19.295261,30.297943,0.0,2.92,5.51,9.92,9.34,STAR,A1,-0.00055135,7.633e-05,1.4435019295240816e+17,15.3341999054,14.482000351,14.1709003448,14.035200119,13.9504003525,309833000794424704,14.532284,Obj,0,0.0,19.295261,30.297943,0,0
27405137,G17221646613003,310264348654778496,J011718.43+303914.8,2012-01-05,55932,55931,M31_019N31_B1,5,137,19.326821,30.654115,0.0,3.33,4.8,7.52,6.68,STAR,A1,-7.026e-05,5.161e-05,1.4478019326668618e+17,-999.0,-999.0,-999.0,-999.0,19.7133998871,310264348654778496,15.892332,Obj,0,0.0,19.326821,30.654115,0,0
270303154,G17230114785305,308846734569132032,J011721.46+285206.7,2014-11-21,56983,56982,M31020N28M1,3,154,19.339428,28.868533,5.69,26.51,25.88,35.69,23.31,STAR,A6,-0.0007719007,2.91869e-05,1.4264019339397283e+17,17.5426998138,17.2763996124,17.1606006622,17.1396999359,17.1387996674,308846734569132032,17.25488,Obj,0,0.0,19.339428,28.868533,64,1
270315080,G17220805626488,309800492186284160,J011723.39+294753.3,2014-11-21,56983,56982,M31020N28M1,15,80,19.347478,29.798153,0.34,1.8,3.28,4.26,2.61,STAR,A2,-0.00399283,7.606e-05,1.4375019348067835e+17,20.8010997772,-999.0,-999.0,-999.0,-999.0,309800492186284160,19.61044,Obj,0,0.0,19.347478,29.798153,0,0
74212222,G17221569425891,309828911985612928,J011737.79+301221.3,2012-10-29,56230,56229,EG010815N285204V01,12,222,19.407489,30.205943,0.57,3.0,5.89,9.02,9.54,STAR,A3,-7.838e-05,1.123e-05,1.4424019407318848e+17,-999.0,-999.0,-999.0,18.7217998505,-999.0,309828911985612928,14.07921,Obj,0,0.0,19.407489,30.205943,0,0
74213147,G17230230237861,308999433541503360,J011745.38+291418.6,2012-10-29,56230,56229,EG010815N285204V01,13,147,19.439092,29.238507,0.0,1.72,4.97,4.99,4.14,STAR,A3,-1.894e-05,6.75e-06,1.4308019438942584e+17,-999.0,-999.0,-999.0,-999.0,17.9696998596,308999433541503360,13.555447,Obj,0,0.0,19.439092,29.238507,0,0
249504115,G17344765900385,310518855532012416,J011745.82+312806.0,2014-09-26,56927,56926,M31019N31B1,4,115,19.440947,31.468336,15.96,69.43,79.36,86.01,47.78,STAR,A7,-0.0004680571,1.76455e-05,1.457601944154621e+17,-999.0,-999.0,-999.0,19.912399292,-999.0,310518855532012416,15.321772,Obj,0,0.0,19.440947,31.468336,0,1
90304047,G17230577751098,308519599795169536,J011748.92+273751.4,2012-12-05,56267,56266,EG011927N271550M01,4,47,19.4538477,27.6309544,9.0,33.24,47.93,56.08,41.09,STAR,A6,-0.0001376953,2.03474e-05,1.4115019453362813e+17,-999.0,-999.0,-999.0,-999.0,18.3934993744,308519599795169536,15.485559,F-Std,0,0.0,19.4538477,27.6309544,0,1
1070703045,G17344767264760,310531293757278976,J011749.35+313201.4,2022-12-22,59936,59935,EG012256N315028B02,3,45,19.455634,31.533723,4.3,16.69,16.12,21.33,12.4,STAR,A7,-2.9387e-05,3.75593e-05,1.458401945567211e+17,15.9524002075,15.7888002396,15.7751998901,15.805100441,15.7896995544,310531293757278976,15.767394,Obj,0,0.0,19.455634,31.533723,64,1
15210106,G17344767264760,310531293757278976,J011749.36+313201.5,2011-12-13,55909,55908,M31_019N31_B1,10,106,19.455703,31.533756,2.15,9.17,7.1,8.92,5.89,STAR,A8,0.00014553,1.599e-05,1.458401945567211e+17,15.9524002075,15.7888002396,15.7751998901,15.805100441,15.7896995544,310531293757278976,15.767394,Obj,0,0.0,19.455703,31.533756,0,0
389704115,G17344767264760,310531293757278976,J011749.36+313201.5,2015-12-16,57373,57372,M31019N31B1,4,115,19.455703,31.533756,10.52,40.16,46.59,47.96,29.22,STAR,A6,-2.66851e-05,2.19485e-05,1.458401945567211e+17,15.9524002075,15.7888002396,15.7751998901,15.805100441,15.7896995544,310531293757278976,15.767394,Obj,0,0.0,19.455703,31.533756,0,1
1070803181,G17344811632634,310626951268974208,J011757.96+314014.6,2022-12-22,59936,59935,EG012256N315028V01,3,181,19.491523,31.670741,5.54,20.84,23.41,27.79,15.69,STAR,A7,-0.0001942344,5.28032e-05,1.460001949162155e+17,14.1310997009,13.7194004059,13.5724000931,13.5384998322,13.4924001694,310626951268974208,13.72946,Obj,0,0.0,19.491523,31.670741,128,1
90311138,G17230210534547,309042039617116800,J011801.72+293115.3,2012-12-05,56267,56266,EG011927N271550M01,11,138,19.507207,29.520937,5.13,25.24,29.74,32.61,18.67,STAR,A1,-0.0005941777,2.92869e-05,1.4342019506937515e+17,-999.0,-999.0,-999.0,19.6686000824,-999.0,309042039617116800,15.205403,Obj,0,0.0,19.507207,29.520937,0,1
27401009,G17230210534547,309042039617116800,J011801.73+293115.3,2012-01-05,55932,55931,M31_019N31_B1,1,9,19.507215,29.520919,2.9,10.47,5.45,0.74,1.42,STAR,A2,-0.00044989,1.79e-06,1.4342019506937515e+17,-999.0,-999.0,-999.0,19.6686000824,-999.0,309042039617116800,15.205403,Obj,0,0.0,19.507215,29.520919,0,0
249501009,G17230210534547,309042039617116800,J011801.73+293115.3,2014-09-26,56927,56926,M31019N31B1,1,9,19.507215,29.520919,7.72,38.29,46.39,43.5,25.35,STAR,A1,-0.0005029479,1.97136e-05,1.4342019506937515e+17,-999.0,-999.0,-999.0,19.6686000824,-999.0,309042039617116800,15.205403,Obj,0,0.0,19.507215,29.520919,0,1
90304132,G17228570781416,294968600019178624,J011802.21+264955.5,2012-12-05,56267,56266,EG011927N271550M01,4,132,19.509245,26.832086,17.76,68.17,88.64,93.54,65.16,STAR,A6,-3.36233e-05,1.31424e-05,1.4019019509857906e+17,-999.0,-999.0,-999.0,18.690700531,-999.0,294968600019178624,14.566157,Obj,0,0.0,19.509245,26.832086,64,1
255904132,G17228570781416,294968600019178624,J011802.22+264955.5,2014-10-25,56956,56955,EG011927N271550B01,4,132,19.509284,26.832099,28.97,92.88,105.9,104.72,65.32,STAR,A2,-1.80458e-05,1.27088e-05,1.4019019509857906e+17,-999.0,-999.0,-999.0,18.690700531,-999.0,294968600019178624,14.566157,Obj,0,0.0,19.509284,26.832099,0,1
7214005,G17344766334403,310625233281969920,J011804.09+313431.4,2011-11-21,55887,55886,B8704,14,5,19.51706,31.575394,0.34,4.19,5.8,9.11,5.59,STAR,A9,-0.00055318,2.602e-05,1.458901951685007e+17,-999.0,-999.0,-999.0,-999.0,18.0550994873,310625233281969920,14.819942,Obj,0,0.0,19.51706,31.575394,0,0
249504108,G17344766334403,310625233281969920,J011804.14+313431.0,2014-09-26,56927,56926,M31019N31B1,4,108,19.517258,31.575281,23.47,79.09,108.3,126.67,79.58,STAR,A7,-0.0009547272,1.42098e-05,1.458901951685007e+17,-999.0,-999.0,-999.0,-999.0,18.0550994873,310625233281969920,14.819942,Obj,0,0.0,19.517258,31.575281,64,1
386002117,G17220806739936,309056505066950656,J011807.82+294837.6,2015-12-03,57360,57359,EG012256N315028B01,2,117,19.532618,29.810449,4.87,18.89,17.22,20.18,10.92,STAR,A1,-0.0003245912,4.30631e-05,1.43770195322453e+17,18.5662994385,-999.0,-999.0,-999.0,-999.0,309056505066950656,15.733707,Obj,0,0.0,19.532618,29.810449,0,1
27401079,G17220806739936,309056505066950656,J011807.83+294837.5,2012-01-05,55932,55931,M31_019N31_B1,1,79,19.532629,29.810441,2.95,10.99,4.99,1.3,0.74,STAR,A1,-0.00016352,1.88e-06,1.43770195322453e+17,18.5662994385,-999.0,-999.0,-999.0,-999.0,309056505066950656,15.733707,Obj,0,0.0,19.532629,29.810441,0,0
249501079,G17220806739936,309056505066950656,J011807.83+294837.5,2014-09-26,56927,56926,M31019N31B1,1,79,19.532629,29.810441,8.64,43.16,49.25,46.42,26.22,STAR,A1,-0.0002579451,1.86796e-05,1.43770195322453e+17,18.5662994385,-999.0,-999.0,-999.0,-999.0,309056505066950656,15.733707,Obj,0,0.0,19.532629,29.810441,0,1
265015100,G17220806739936,309056505066950656,J011807.83+294837.5,2014-11-11,56973,56972,M31020N28B1,15,100,19.532629,29.810441,5.7,30.19,32.26,32.74,17.61,STAR,A1,-0.00025266,2.06e-06,1.43770195322453e+17,18.5662994385,-999.0,-999.0,-999.0,-999.0,309056505066950656,15.733707,Obj,0,0.0,19.532629,29.810441,0,0
255911012,G17230222566328,308944767197820032,J011808.93+290511.2,2014-10-25,56956,56955,EG011927N271550B01,11,12,19.53721,29.086453,1.38,7.91,10.43,13.34,5.53,STAR,A7,-9.71672e-05,3.73258e-05,1.429001953720843e+17,16.8131999969,16.5515995026,16.4563007355,16.4358005524,16.4281005859,308944767197820032,16.540346,Obj,0,0.0,19.53721,29.086453,128,1
15210086,G17221077734956,310511433828515456,J011811.69+311618.2,2011-12-13,55909,55908,M31_019N31_B1,10,86,19.548711,31.271746,5.21,28.77,27.8,33.64,22.18,STAR,A6,-0.0001260872,3.31563e-05,1.4552019547875706e+17,-999.0,-999.0,-999.0,19.2250003815,19.4771995544,310511433828515456,14.594563,Obj,0,0.0,19.548711,31.271746,0,1
1070803182,L17344819883635,1070803182,J011823.59+315047.6,2022-12-22,59936,59935,EG012256N315028V01,3,182,19.5982998,31.8465685,86.44,252.45,246.91,253.45,161.21,STAR,A2,-3.44572e-05,6.6713e-06,,,,,,,-9999,-9999.0,Obj,1,4.18,19.599538,31.846078,64,1
256005048,G17228627342465,294864867969104000,J011824.53+261255.3,2014-10-25,56956,56955,EG011927N271550V01,5,48,19.6022091,26.2153705,13.03,45.59,56.52,43.09,36.58,STAR,A7,-0.00011568,9.8068e-06,1.394501960202684e+17,-999.0,-999.0,-999.0,18.2404003143,18.7229003906,294864867969104000,14.131425,F-Std,0,0.0,19.6022091,26.2153705,64,1
255905027,G17228627342465,294864867969104000,J011824.53+261255.4,2014-10-25,56956,56955,EG011927N271550B01,5,27,19.602234,26.215414,17.92,90.25,123.98,125.7,74.74,STAR,A7,-0.0001279552,1.27088e-05,1.394501960202684e+17,-999.0,-999.0,-999.0,18.2404003143,18.7229003906,294864867969104000,14.131425,Obj,0,0.0,19.602234,26.215414,64,1
27404093,G17344759703621,310513254894645632,J011830.43+312053.2,2012-01-05,55932,55931,M31_019N31_B1,4,93,19.626819,31.348122,4.67,17.23,14.9,9.52,7.19,STAR,A5,-0.0001650475,3.12216e-05,1.4561019626311862e+17,-999.0,-999.0,14.6916999817,-999.0,-999.0,310513254894645632,14.737388,Obj,0,0.0,19.626819,31.348122,0,1
249504093,G17344759703621,310513254894645632,J011830.43+312053.2,2014-09-26,56927,56926,M31019N31B1,4,93,19.626819,31.348122,34.56,124.48,145.3,152.48,89.25,STAR,A6,-0.0001505041,1.65781e-05,1.4561019626311862e+17,-999.0,-999.0,14.6916999817,-999.0,-999.0,310513254894645632,14.737388,Obj,0,0.0,19.626819,31.348122,0,1
389704093,G17344759703621,310513254894645632,J011830.43+312053.2,2015-12-16,57373,57372,M31019N31B1,4,93,19.626819,31.348122,26.52,91.27,98.35,97.89,58.55,STAR,A6,-0.0001750544,1.51105e-05,1.4561019626311862e+17,-999.0,-999.0,14.6916999817,-999.0,-999.0,310513254894645632,14.737388,Obj,0,0.0,19.626819,31.348122,0,1
1070703029,G17344759703621,310513254894645632,J011830.43+312053.3,2022-12-22,59936,59935,EG012256N315028B02,3,29,19.626822,31.348139,14.49,59.7,64.47,75.04,50.42,STAR,A7,-0.0001388627,1.55441e-05,1.4561019626311862e+17,-999.0,-999.0,14.6916999817,-999.0,-999.0,310513254894645632,14.737388,Obj,0,0.0,19.626822,31.348139,0,1
7214110,G17344759703621,310513254894645632,J011830.44+312053.2,2011-11-21,55887,55886,B8704,14,110,19.626836,31.348118,0.95,8.19,6.79,9.6,4.88,STAR,A7,-0.00013473,4.77e-06,1.4561019626311862e+17,-999.0,-999.0,14.6916999817,-999.0,-999.0,310513254894645632,14.737388,Obj,0,0.0,19.626836,31.348118,0,0
265003007,L17229983801207,265003007,J011839.47+281026.0,2014-11-11,56973,56972,M31020N28B1,3,7,19.664492,28.173906,5.61,23.23,31.31,46.59,35.33,STAR,A6,-0.0004997124,3.49909e-05,1.418001966443689e+17,-999.0,-999.0,-999.0,-999.0,19.0076007843,308609106913642624,16.188847,Obj,0,0.0,19.664492,28.173906,0,1
255911076,G17230332289766,308925800622256640,J011843.15+285121.1,2014-10-25,56956,56955,EG011927N271550B01,11,76,19.679797,28.855868,27.49,86.85,104.48,121.15,77.05,STAR,A9,-0.0002460035,1.3476e-05,1.4262019679105786e+17,-999.0,-999.0,-999.0,18.731300354,-999.0,308925800622256640,14.160114,Obj,0,0.0,19.679797,28.855868,0,1
270305036,G17230436228674,308524680741783680,J011844.40+274310.3,2014-11-21,56983,56982,M31020N28M1,5,36,19.685023,27.719555,0.62,3.99,5.85,6.25,2.91,STAR,A7,-0.00075804,7.211e-05,1.4126019685234355e+17,-999.0,-999.0,20.8994998932,-999.0,-999.0,308524680741783680,19.474466,Obj,0,0.0,19.685023,27.719555,0,0
161614187,G17344785583408,310641141840808832,J011844.45+315902.4,2013-10-04,56570,56569,VB021N31V2,14,187,19.68523,31.984005,5.86,33.23,44.61,43.31,24.77,STAR,A2,2.65183e-05,2.5551e-05,1.463801968447519e+17,17.4312992096,-999.0,-999.0,18.5135993958,-999.0,310641141840808832,13.149837,Obj,0,0.0,19.68523,31.984005,0,1
15214187,G17344785583408,310641141840808832,J011844.45+315901.6,2011-12-13,55909,55908,M31_019N31_B1,14,187,19.6852375,31.9837833,44.56,125.75,108.42,136.98,96.44,STAR,A2,-5.66e-06,4.7e-07,1.463801968595112e+17,-999.0,-999.0,18.7933998108,-999.0,-999.0,310641141840808832,13.149837,Obj,0,0.0,19.6852375,31.9837833,0,0
27404060,L17344785584089,27404060,J011844.35+315906.4,2012-01-05,55932,55931,M31_019N31_B1,4,60,19.684818,31.9851113,26.63,52.8,28.39,12.83,8.84,STAR,B6,9.662e-05,3.56e-06,1.463801968539028e+17,-999.0,-999.0,-999.0,-999.0,-999.0,-9999,-9999.0,Obj,1,4.95,19.6852375,31.9837833,0,0
1070803157,G17344785583408,310641141840808832,J011844.45+315901.6,2022-12-22,59936,59935,EG012256N315028V01,3,157,19.6852375,31.9837833,4.6,14.53,9.79,8.7,7.71,STAR,A2,-0.00019146,1.39e-06,1.463801968595112e+17,-999.0,-999.0,18.7933998108,-999.0,-999.0,310641141840808832,13.149837,Obj,0,0.0,19.6852375,31.9837833,128,0
256015192,G17229986478661,308604223535196928,J011848.34+280606.6,2014-10-25,56956,56955,EG011927N271550V01,15,192,19.7014225,28.1018363,15.21,64.43,83.54,97.2,60.3,STAR,A7,-0.0002193851,1.33759e-05,1.4172019701208256e+17,-999.0,-999.0,-999.0,-999.0,16.6012992859,308604223535196928,14.37576,F-Std,0,0.0,19.7014225,28.1018363,128,1
74206153,G17229986478661,308604223535196928,J011848.37+280606.4,2012-10-29,56230,56229,EG010815N285204V01,6,153,19.7015533,28.1017811,2.43,4.58,4.65,2.44,1.71,STAR,A7,-0.00037832,1.059e-05,1.4172019701208256e+17,-999.0,-999.0,-999.0,-999.0,16.6012992859,308604223535196928,14.37576,F-Std,0,0.0,19.7015533,28.1017811,0,0
90315192,G17229986478661,308604223535196928,J011848.37+280606.4,2012-12-05,56267,56266,EG011927N271550M01,15,192,19.7015533,28.1017811,14.69,48.84,58.02,74.84,46.82,STAR,A5,-0.0002359966,1.73787e-05,1.4172019701208256e+17,-999.0,-999.0,-999.0,-999.0,16.6012992859,308604223535196928,14.37576,F-Std,0,0.0,19.7015533,28.1017811,0,1
255915192,G17229986478661,308604223535196928,J011848.37+280606.4,2014-10-25,56956,56955,EG011927N271550B01,15,192,19.7015533,28.1017811,23.89,88.69,113.07,129.96,78.26,STAR,A6,-0.0002502731,1.01737e-05,1.4172019701208256e+17,-999.0,-999.0,-999.0,-999.0,16.6012992859,308604223535196928,14.37576,F-Std,0,0.0,19.7015533,28.1017811,0,1
265005068,G17229986478661,308604223535196928,J011848.38+280606.3,2014-11-11,56973,56972,M31020N28B1,5,68,19.701591,28.101763,25.08,93.38,132.22,141.65,89.35,STAR,A6,-0.0002269237,1.18415e-05,1.4172019701208256e+17,-999.0,-999.0,-999.0,-999.0,16.6012992859,308604223535196928,14.37576,Obj,0,0.0,19.701591,28.101763,0,1
265005087,G17230579521083,308500255262569728,J011850.86+272739.3,2014-11-11,56973,56972,M31020N28B1,5,87,19.711958,27.460941,10.13,49.66,53.96,49.95,27.19,STAR,A1,-0.0001536063,1.60778e-05,1.4095019711960371e+17,15.6272001266,15.7716999054,15.9222002029,16.0102996826,16.0098991394,308500255262569728,15.656562,Obj,0,0.0,19.711958,27.460941,0,1
386001236,G17229339241597,309050904429604992,J011852.20+294150.1,2015-12-03,57360,57359,EG012256N315028B01,1,236,19.7175006,29.6972592,23.13,71.92,96.86,106.73,69.68,STAR,A8,-0.000637441,1.42765e-05,1.4363019717262686e+17,-999.0,-999.0,-999.0,18.2026996613,-999.0,309050904429604992,14.146342,Obj,0,0.0,19.7175006,29.6972592,0,1
74213064,G17230329269695,308933187965999232,J011855.48+285757.4,2012-10-29,56230,56229,EG010815N285204V01,13,64,19.731168,28.965964,45.18,136.68,92.39,50.28,42.85,STAR,A1,-0.000312216,8.9729e-06,1.4275019730767982e+17,-999.0,-999.0,-999.0,-999.0,-999.0,308933187965999232,10.733274,Obj,0,0.0,19.731168,28.965964,0,1
256001174,G17228318859218,294529035886225280,J011856.98+252111.1,2014-10-25,56956,56955,EG011927N271550V01,1,174,19.7374381,25.3530931,0.27,2.65,3.97,3.32,2.45,STAR,A2,0.00020249,3.878e-05,1.3842019736758437e+17,18.3271999359,-999.0,-999.0,-999.0,-999.0,294529035886225280,14.009215,Obj,0,0.0,19.7374381,25.3530931,128,0
281004025,G17230275571615,308946141587356416,J011857.20+290356.2,2014-12-17,57009,57008,M31020N28B2,4,25,19.738344,29.065637,11.08,40.84,57.27,67.0,44.33,STAR,A7,-0.0002857644,2.07477e-05,1.4287019738307933e+17,16.2681999207,15.9570999146,15.8311004639,15.8002996445,15.7653999329,308946141587356416,15.947905,Obj,0,0.0,19.738344,29.065637,0,1
74213015,G17229353784425,309025340784276480,J011858.31+292505.8,2012-10-29,56230,56229,EG010815N285204V01,13,15,19.742981,29.418304,4.42,11.73,16.84,12.63,11.73,STAR,A2,0.00028507,3.701e-05,1.4330019743541278e+17,-999.0,-999.0,15.8724002838,-999.0,-999.0,309025340784276480,12.821262,Obj,0,0.0,19.742981,29.418304,0,0
27405006,G17220888569306,310200649994897152,J011859.29+302359.0,2012-01-05,55932,55931,M31_019N31_B1,5,6,19.74705,30.399737,0.0,3.52,6.26,11.26,10.54,STAR,A3,-0.0003498,4.099e-05,1.4447019747299942e+17,-999.0,-999.0,-999.0,-999.0,19.309299469,310200649994897152,14.326828,Obj,0,0.0,19.74705,30.399737,0,0
1070702165,G17229383886352,309039634435417984,J011908.67+294350.7,2022-12-22,59936,59935,EG012256N315028B02,2,165,19.786133,29.730764,21.34,57.47,71.17,89.72,56.87,STAR,A9,-0.0005926433,1.35761e-05,1.436701978633479e+17,18.3027992249,-999.0,-999.0,-999.0,-999.0,309039634435417984,14.478051,Obj,0,0.0,19.786133,29.730764,0,1
7210193,G17229390406738,309028330081509632,J011910.93+293049.4,2011-11-21,55887,55886,B8704,10,193,19.795557,29.513746,0.9,7.45,6.25,7.63,3.74,STAR,A3,-0.00010992,2.09e-06,1.4341019795836674e+17,19.0818004608,-999.0,-999.0,-999.0,-999.0,309028330081509632,14.705871,Obj,0,0.0,19.795557,29.513746,0,0
249501025,G17229390406738,309028330081509632,J011910.93+293049.4,2014-09-26,56927,56926,M31019N31B1,1,25,19.795583,29.513743,13.79,61.54,91.39,94.29,60.98,STAR,A6,2.4684e-06,1.35093e-05,1.4341019795836674e+17,19.0818004608,-999.0,-999.0,-999.0,-999.0,309028330081509632,14.705871,Obj,0,0.0,19.795583,29.513743,0,1
270315016,G17220831297876,309054714064978944,J011911.41+295123.2,2014-11-21,56983,56982,M31020N28M1,15,16,19.797552,29.856445,0.36,2.39,3.37,4.37,2.9,STAR,A0,-0.00138915,5.829e-05,1.4382019797569877e+17,-999.0,-999.0,-999.0,-999.0,-999.0,309054714064978944,19.466642,Obj,0,0.0,19.797552,29.856445,0,0
266007152,G17344289142941,310308363479883392,J011917.80+310957.3,2014-11-13,56975,56974,M31019N33M2,7,152,19.824206,31.16592,2.46,11.67,18.39,22.41,11.84,STAR,A0,-0.00083646,2.071e-05,1.454001982434402e+17,18.1079006195,-999.0,-999.0,-999.0,-999.0,310308363479883392,17.57503,Obj,0,0.0,19.824206,31.16592,0,0
282008154,G17344289142941,310308363479883392,J011917.80+310957.3,2014-12-19,57011,57010,M31019N31M1,8,154,19.824206,31.16592,1.86,10.05,13.68,17.28,10.43,STAR,A7,-0.0006561206,2.46504e-05,1.454001982434402e+17,18.1079006195,-999.0,-999.0,-999.0,-999.0,310308363479883392,17.57503,Obj,0,0.0,19.824206,31.16592,0,1
256001175,G17229138703254,294542573623227520,J011919.08+253729.7,2014-10-25,56956,56955,EG011927N271550V01,1,175,19.8295364,25.6249341,60.16,182.12,216.61,210.48,151.75,STAR,A1,7.11826e-05,8.3057e-06,1.3875019829542104e+17,-999.0,-999.0,-999.0,-999.0,-999.0,294542573623227520,12.20337,F-Std,0,0.0,19.8295364,25.6249341,64,1
270305071,G17229982736240,308557154989239552,J011919.11+280136.3,2014-11-21,56983,56982,M31020N28M1,5,71,19.829662,28.02676,3.59,17.32,30.39,29.38,16.13,STAR,A7,-0.00081705,1.323e-05,1.4163019829941262e+17,17.6093006134,17.3579006195,17.2714996338,17.275800705,17.2588996887,308557154989239552,17.348629,Obj,0,0.0,19.829662,28.02676,16,0
485316181,L17228306934830,485316181,J011920.17+251211.0,2016-11-30,57723,57722,EG012535N233041M01,16,181,19.834042,25.203083,0.25,0.63,3.31,4.85,3.15,STAR,B6,-0.00268865,8.816e-05,1.3824019834199386e+17,-999.0,-999.0,20.3626995087,-999.0,-999.0,-9999,-9999.0,Obj,0,0.0,19.834042,25.203083,0,0
90301086,G17228306126578,294477324480100096,J011922.59+251315.1,2012-12-05,56267,56266,EG011927N271550M01,1,86,19.8441633,25.2208624,9.9,40.99,58.7,65.11,44.42,STAR,A7,-0.0003236906,1.80458e-05,1.382601984440052e+17,-999.0,-999.0,19.5650005341,-999.0,-999.0,294477324480100096,15.034636,F-Std,0,0.0,19.8441633,25.2208624,128,1
255901086,G17228306126578,294477324480100096,J011922.59+251315.1,2014-10-25,56956,56955,EG011927N271550B01,1,86,19.8441633,25.2208624,11.25,50.76,67.89,68.52,43.68,STAR,A6,-0.0003311624,1.70785e-05,1.382601984440052e+17,-999.0,-999.0,19.5650005341,-999.0,-999.0,294477324480100096,15.034636,F-Std,0,0.0,19.8441633,25.2208624,0,1
485316027,G17228306126578,294477324480100096,J011922.59+251315.1,2016-11-30,57723,57722,EG012535N233041M01,16,27,19.8441633,25.2208624,17.54,81.47,109.1,110.78,67.56,STAR,A7,-0.0002964051,1.14079e-05,1.382601984440052e+17,-999.0,-999.0,19.5650005341,-999.0,-999.0,294477324480100096,15.034636,F-Std,0,0.0,19.8441633,25.2208624,0,1
90301224,G17228297899261,294439494408170112,J011923.77+250205.4,2012-12-05,56267,56266,EG011927N271550M01,1,224,19.8490482,25.0348593,8.77,36.42,42.31,47.45,32.97,STAR,A7,-0.0002004053,3.43905e-05,1.3804019849124243e+17,15.3656997681,15.0937995911,15.0013999939,14.9935998917,14.9720001221,294439494408170112,15.077157,F-Std,0,0.0,19.8490482,25.0348593,0,1
485316188,G17228297899261,294439494408170112,J011923.77+250205.4,2016-11-30,57723,57722,EG012535N233041M01,16,188,19.8490482,25.0348593,25.72,90.83,115.78,124.74,76.37,STAR,A5,-0.0002155158,1.45768e-05,1.3804019849124243e+17,15.3656997681,15.0937995911,15.0013999939,14.9935998917,14.9720001221,294439494408170112,15.077157,F-Std,0,0.0,19.8490482,25.0348593,0,1
15210227,G17345062421916,310623549654868480,J011926.11+314847.5,2011-12-13,55909,55908,M31_019N31_B1,10,227,19.858792,31.813197,2.02,11.69,9.87,10.63,5.45,STAR,A6,-0.00037928,5.51e-06,1.4617019859540637e+17,-999.0,-999.0,-999.0,20.9796009064,-999.0,310623549654868480,16.162088,Obj,0,0.0,19.858792,31.813197,0,0
249504250,G17345062421916,310623549654868480,J011926.11+314847.5,2014-09-26,56927,56926,M31019N31B1,4,250,19.858792,31.813197,4.3,26.15,24.57,25.91,11.15,STAR,A6,-0.0004702253,3.68922e-05,1.4617019859540637e+17,-999.0,-999.0,-999.0,20.9796009064,-999.0,310623549654868480,16.162088,Obj,0,0.0,19.858792,31.813197,192,1
389704231,G17345062421916,310623549654868480,J011926.11+314847.5,2015-12-16,57373,57372,M31019N31B1,4,231,19.858792,31.813197,3.91,16.11,14.43,14.09,6.59,STAR,A6,-0.0004439071,4.59651e-05,1.4617019859540637e+17,-999.0,-999.0,-999.0,20.9796009064,-999.0,310623549654868480,16.162088,Obj,0,0.0,19.858792,31.813197,0,1
27408214,G17220885491756,310196389387412864,J011926.17+302009.6,2012-01-05,55932,55931,M31_019N31_B1,8,214,19.859062,30.336017,0.26,2.06,4.29,8.73,7.65,STAR,A3,-0.00040148,1.411e-05,1.444001985970635e+17,20.8792991638,-999.0,-999.0,-999.0,-999.0,310196389387412864,15.866907,Obj,0,0.0,19.859062,30.336017,0,0
837206170,G17230305627026,308725479052728064,J011927.67+283010.3,2020-09-19,59112,59111,EG010815N285204M01,6,170,19.8653282,28.5028814,1.51,10.49,12.44,16.22,9.09,STAR,A7,-2.81528e-05,3.72258e-05,1.4220019865333402e+17,18.0160999298,17.7322998047,17.6562995911,17.6410999298,17.6191005707,308725479052728064,17.736588,Obj,0,0.0,19.8653282,28.5028814,0,1
74206074,L17230308327271,74206074,J011929.11+283812.1,2012-10-29,56230,56229,EG010815N285204V01,6,74,19.871331,28.636709,0.11,2.04,4.49,6.58,6.41,STAR,A3,-0.00013435,1.807e-05,1.4236019871630493e+17,-999.0,-999.0,15.0563001633,-999.0,-999.0,308728919321378560,12.306862,Obj,0,0.0,19.871331,28.636709,0,0
256015109,G17230025586429,308555982462711552,J011929.35+275814.1,2014-10-25,56956,56955,EG011927N271550V01,15,109,19.8722925,27.9706099,161.8,502.46,640.18,713.72,495.71,STAR,A8,4.7733e-05,9.1397e-06,1.4156019872275536e+17,-999.0,-999.0,-999.0,13.8746995926,-999.0,308555982462711552,10.222532,Obj,1,2.38,19.87260861,27.97001111,64,1
15210034,G17344300665438,310306409269614208,J011930.85+310336.2,2011-12-13,55909,55908,M31_019N31_B1,10,34,19.878567,31.060065,0.65,4.1,3.92,4.82,3.38,STAR,A7,0.00021739,1.393e-05,1.4527019878563267e+17,16.7703990936,16.6984004974,16.742099762,16.8047008514,16.8104000092,310306409269614208,16.66605,Obj,0,0.0,19.878567,31.060065,0,0
197610034,G17344300665438,310306409269614208,J011930.85+310336.2,2013-12-23,56650,56649,M31021N31M1,10,34,19.878567,31.060065,4.65,17.54,15.36,13.86,5.68,STAR,A7,2.18151e-05,5.68727e-05,1.4527019878563267e+17,16.7703990936,16.6984004974,16.742099762,16.8047008514,16.8104000092,310306409269614208,16.66605,Obj,0,0.0,19.878567,31.060065,128,1
